1706603282.480517 server started (18736): version next-3.4, socket /tmp/tmux-1000/default, protocol 8
1706603282.480570 on Linux 6.6.3-411.asahi.fc39.aarch64+16k #1 SMP PREEMPT_DYNAMIC Tue Dec 19 10:21:20 UTC 2023
1706603282.480575 using libevent 2.1.12-stable poll
1706603282.480576 using ncurses 6.4 20230520
1706603282.507118 args_parse_flag_argument: -T = copy-mode-vi
1706603282.507119 args_parse_flags: next Left
1706603282.507120 args_parse: flags end at 2 of 4
1706603282.507121 args_parse: 2 = Left (type STRING)
1706603282.507124 args_parse: 3 = send-keys -X cursor-left (type COMMANDS)
1706603282.507128 cmd_parse_build_commands: bind-key -T copy-mode-vi Left { send-keys -X cursor-left }
1706603282.507130 cmdq_get_command: [bind-key/0xaaab51ecba60] group 2665
1706603282.507132 cmdq_append <global>: [bind-key/0xaaab51ecba60]
1706603282.507133 yylex_token: end at WS
1706603282.507134 yylex_token: bind
1706603282.507136 yylex_token: end at WS
1706603282.507137 yylex_token: -Tcopy-mode-vi
1706603282.507139 yylex_token: end at WS
1706603282.507140 yylex_token: Right
1706603282.507141 yylex_token: end at WS
1706603282.507142 yylex_token: send
1706603282.507144 yylex_token: end at WS
1706603282.507145 yylex_token: -X
1706603282.507146 yylex_token: end at WS
1706603282.507148 yylex_token: cursor-right
1706603282.507150 cmd_parse_build_commands 0:0: bind
1706603282.507151 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1706603282.507152 cmd_parse_build_commands 0:2: Right
1706603282.507154 cmd_parse_build_commands 0:3 0:0: send
1706603282.507155 cmd_parse_build_commands 0:3 0:1: -X
1706603282.507156 cmd_parse_build_commands 0:3 0:2: cursor-right
1706603282.507158 cmd_parse_build_commands 0:0: send
1706603282.507159 cmd_parse_build_commands 0:1: -X
1706603282.507161 cmd_parse_build_commands 0:2: cursor-right
1706603282.507164 args_parse_flags: next -X
1706603282.507165 args_parse_flags: -X
1706603282.507167 args_parse_flags: next cursor-right
1706603282.507168 args_parse: flags end at 2 of 3
1706603282.507169 args_parse: 2 = cursor-right (type STRING)
1706603282.507172 cmd_parse_build_commands: send-keys -X cursor-right
1706603282.507174 args_parse_flags: next -Tcopy-mode-vi
1706603282.507175 args_parse_flag_argument: -T = copy-mode-vi
1706603282.507176 args_parse_flags: next Right
1706603282.507178 args_parse: flags end at 2 of 4
1706603282.507179 args_parse: 2 = Right (type STRING)
1706603282.507182 args_parse: 3 = send-keys -X cursor-right (type COMMANDS)
1706603282.507186 cmd_parse_build_commands: bind-key -T copy-mode-vi Right { send-keys -X cursor-right }
1706603282.507188 cmdq_get_command: [bind-key/0xaaab51ecc2e0] group 2673
1706603282.507189 cmdq_append <global>: [bind-key/0xaaab51ecc2e0]
1706603282.507190 yylex_token: end at WS
1706603282.507192 yylex_token: bind
1706603282.507193 yylex_token: end at WS
1706603282.507194 yylex_token: -Tcopy-mode-vi
1706603282.507196 yylex_token: end at WS
1706603282.507197 yylex_token: M-x
1706603282.507198 yylex_token: end at WS
1706603282.507199 yylex_token: send
1706603282.507201 yylex_token: end at WS
1706603282.507202 yylex_token: -X
1706603282.507204 yylex_token: end at WS
1706603282.507205 yylex_token: jump-to-mark
1706603282.507207 cmd_parse_build_commands 0:0: bind
1706603282.507208 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1706603282.507210 cmd_parse_build_commands 0:2: M-x
1706603282.507211 cmd_parse_build_commands 0:3 0:0: send
1706603282.507212 cmd_parse_build_commands 0:3 0:1: -X
1706603282.507214 cmd_parse_build_commands 0:3 0:2: jump-to-mark
1706603282.507216 cmd_parse_build_commands 0:0: send
1706603282.507217 cmd_parse_build_commands 0:1: -X
1706603282.507218 cmd_parse_build_commands 0:2: jump-to-mark
1706603282.507221 args_parse_flags: next -X
1706603282.507223 args_parse_flags: -X
1706603282.507225 args_parse_flags: next jump-to-mark
1706603282.507226 args_parse: flags end at 2 of 3
1706603282.507227 args_parse: 2 = jump-to-mark (type STRING)
1706603282.507230 cmd_parse_build_commands: send-keys -X jump-to-mark
1706603282.507231 args_parse_flags: next -Tcopy-mode-vi
1706603282.507233 args_parse_flag_argument: -T = copy-mode-vi
1706603282.507234 args_parse_flags: next M-x
1706603282.507235 args_parse: flags end at 2 of 4
1706603282.507237 args_parse: 2 = M-x (type STRING)
1706603282.507239 args_parse: 3 = send-keys -X jump-to-mark (type COMMANDS)
1706603282.507243 cmd_parse_build_commands: bind-key -T copy-mode-vi M-x { send-keys -X jump-to-mark }
1706603282.507245 cmdq_get_command: [bind-key/0xaaab51ecc670] group 2681
1706603282.507247 cmdq_append <global>: [bind-key/0xaaab51ecc670]
1706603282.507248 yylex_token: end at WS
1706603282.507249 yylex_token: bind
1706603282.507251 yylex_token: end at WS
1706603282.507252 yylex_token: -Tcopy-mode-vi
1706603282.507254 yylex_token: end at WS
1706603282.507255 yylex_token: C-Up
1706603282.507256 yylex_token: end at WS
1706603282.507257 yylex_token: send
1706603282.507259 yylex_token: end at WS
1706603282.507260 yylex_token: -X
1706603282.507261 yylex_token: end at WS
1706603282.507263 yylex_token: scroll-up
1706603282.507264 cmd_parse_build_commands 0:0: bind
1706603282.507266 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1706603282.507267 cmd_parse_build_commands 0:2: C-Up
1706603282.507268 cmd_parse_build_commands 0:3 0:0: send
1706603282.507270 cmd_parse_build_commands 0:3 0:1: -X
1706603282.507271 cmd_parse_build_commands 0:3 0:2: scroll-up
1706603282.507273 cmd_parse_build_commands 0:0: send
1706603282.507275 cmd_parse_build_commands 0:1: -X
1706603282.507276 cmd_parse_build_commands 0:2: scroll-up
1706603282.507279 args_parse_flags: next -X
1706603282.507280 args_parse_flags: -X
1706603282.507282 args_parse_flags: next scroll-up
1706603282.507283 args_parse: flags end at 2 of 3
1706603282.507284 args_parse: 2 = scroll-up (type STRING)
1706603282.507287 cmd_parse_build_commands: send-keys -X scroll-up
1706603282.507289 args_parse_flags: next -Tcopy-mode-vi
1706603282.507290 args_parse_flag_argument: -T = copy-mode-vi
1706603282.507291 args_parse_flags: next C-Up
1706603282.507293 args_parse: flags end at 2 of 4
1706603282.507294 args_parse: 2 = C-Up (type STRING)
1706603282.507296 args_parse: 3 = send-keys -X scroll-up (type COMMANDS)
1706603282.507300 cmd_parse_build_commands: bind-key -T copy-mode-vi C-Up { send-keys -X scroll-up }
1706603282.507302 cmdq_get_command: [bind-key/0xaaab51ebe930] group 2689
1706603282.507303 cmdq_append <global>: [bind-key/0xaaab51ebe930]
1706603282.507305 yylex_token: end at WS
1706603282.507306 yylex_token: bind
1706603282.507308 yylex_token: end at WS
1706603282.507309 yylex_token: -Tcopy-mode-vi
1706603282.507310 yylex_token: end at WS
1706603282.507312 yylex_token: C-Down
1706603282.507313 yylex_token: end at WS
1706603282.507314 yylex_token: send
1706603282.507315 yylex_token: end at WS
1706603282.507317 yylex_token: -X
1706603282.507318 yylex_token: end at WS
1706603282.507319 yylex_token: scroll-down
1706603282.507321 cmd_parse_build_commands 0:0: bind
1706603282.507322 cmd_parse_build_commands 0:1: -Tcopy-mode-vi
1706603282.507324 cmd_parse_build_commands 0:2: C-Down
1706603282.507325 cmd_parse_build_commands 0:3 0:0: send
1706603282.507327 cmd_parse_build_commands 0:3 0:1: -X
1706603282.507328 cmd_parse_build_commands 0:3 0:2: scroll-down
1706603282.507330 cmd_parse_build_commands 0:0: send
1706603282.507331 cmd_parse_build_commands 0:1: -X
1706603282.507332 cmd_parse_build_commands 0:2: scroll-down
1706603282.507335 args_parse_flags: next -X
1706603282.507337 args_parse_flags: -X
1706603282.507338 args_parse_flags: next scroll-down
1706603282.507339 args_parse: flags end at 2 of 3
1706603282.507341 args_parse: 2 = scroll-down (type STRING)
1706603282.507343 cmd_parse_build_commands: send-keys -X scroll-down
1706603282.507345 args_parse_flags: next -Tcopy-mode-vi
1706603282.507346 args_parse_flag_argument: -T = copy-mode-vi
1706603282.507349 args_parse_flags: next C-Down
1706603282.507351 args_parse: flags end at 2 of 4
1706603282.507352 args_parse: 2 = C-Down (type STRING)
1706603282.507355 args_parse: 3 = send-keys -X scroll-down (type COMMANDS)
1706603282.507358 cmd_parse_build_commands: bind-key -T copy-mode-vi C-Down { send-keys -X scroll-down }
1706603282.507360 cmdq_get_command: [bind-key/0xaaab51eccb00] group 2697
1706603282.507362 cmdq_append <global>: [bind-key/0xaaab51eccb00]
1706603282.507364 cmdq_append <global>: [key_bindings_init_done/0xaaab51eccc40]
1706603282.507399 add peer 0xaaab51ecda40: 8 (0xaaab51eccf40)
1706603282.507404 new client 0xaaab51eccf40
1706603282.507415 server loop enter
1706603282.507459 peer 0xaaab51ecda40 message 100
1706603282.507462 client 0xaaab51eccf40 IDENTIFY_FLAGS 0x18010000
1706603282.507463 peer 0xaaab51ecda40 message 111
1706603282.507465 client 0xaaab51eccf40 IDENTIFY_LONGFLAGS 0x18010000
1706603282.507467 peer 0xaaab51ecda40 message 101
1706603282.507469 client 0xaaab51eccf40 IDENTIFY_TERM xterm-kitty
1706603282.507470 peer 0xaaab51ecda40 message 109
1706603282.507472 client 0xaaab51eccf40 IDENTIFY_FEATURES 
1706603282.507473 peer 0xaaab51ecda40 message 102
1706603282.507475 client 0xaaab51eccf40 IDENTIFY_TTYNAME /dev/pts/1
1706603282.507476 peer 0xaaab51ecda40 message 108
1706603282.507480 client 0xaaab51eccf40 IDENTIFY_CWD /home/linus/.config/nvim/lua/plugins
1706603282.507481 peer 0xaaab51ecda40 message 112
1706603282.507483 client 0xaaab51eccf40 IDENTIFY_TERMINFO acsc=++,,--..00``aaffgghhiijjkkllmmnnooppqqrrssttuuvvwwxxyyzz{{||}}~~
1706603282.507485 peer 0xaaab51ecda40 message 112
1706603282.507486 client 0xaaab51eccf40 IDENTIFY_TERMINFO am=1
1706603282.507488 peer 0xaaab51ecda40 message 112
1706603282.507489 client 0xaaab51eccf40 IDENTIFY_TERMINFO bce=0
1706603282.507490 peer 0xaaab51ecda40 message 112
1706603282.507492 client 0xaaab51eccf40 IDENTIFY_TERMINFO bel=\a
1706603282.507493 peer 0xaaab51ecda40 message 112
1706603282.507495 client 0xaaab51eccf40 IDENTIFY_TERMINFO bold=\033[1m
1706603282.507496 peer 0xaaab51ecda40 message 112
1706603282.507498 client 0xaaab51eccf40 IDENTIFY_TERMINFO civis=\033[?25l
1706603282.507499 peer 0xaaab51ecda40 message 112
1706603282.507501 client 0xaaab51eccf40 IDENTIFY_TERMINFO clear=\033[H\033[2J
1706603282.507502 peer 0xaaab51ecda40 message 112
1706603282.507504 client 0xaaab51eccf40 IDENTIFY_TERMINFO cnorm=\033[?12h\033[?25h
1706603282.507505 peer 0xaaab51ecda40 message 112
1706603282.507507 client 0xaaab51eccf40 IDENTIFY_TERMINFO colors=256
1706603282.507508 peer 0xaaab51ecda40 message 112
1706603282.507510 client 0xaaab51eccf40 IDENTIFY_TERMINFO Cr=\033]112\a
1706603282.507511 peer 0xaaab51ecda40 message 112
1706603282.507512 client 0xaaab51eccf40 IDENTIFY_TERMINFO Cs=\033]12;%p1%s\a
1706603282.507514 peer 0xaaab51ecda40 message 112
1706603282.507515 client 0xaaab51eccf40 IDENTIFY_TERMINFO csr=\033[%i%p1%d;%p2%dr
1706603282.507517 peer 0xaaab51ecda40 message 112
1706603282.507518 client 0xaaab51eccf40 IDENTIFY_TERMINFO cub=\033[%p1%dD
1706603282.507520 peer 0xaaab51ecda40 message 112
1706603282.507521 client 0xaaab51eccf40 IDENTIFY_TERMINFO cub1=\b
1706603282.507523 peer 0xaaab51ecda40 message 112
1706603282.507524 client 0xaaab51eccf40 IDENTIFY_TERMINFO cud=\033[%p1%dB
1706603282.507526 peer 0xaaab51ecda40 message 112
1706603282.507527 client 0xaaab51eccf40 IDENTIFY_TERMINFO cud1=\n
1706603282.507528 peer 0xaaab51ecda40 message 112
1706603282.507530 client 0xaaab51eccf40 IDENTIFY_TERMINFO cuf=\033[%p1%dC
1706603282.507531 peer 0xaaab51ecda40 message 112
1706603282.507533 client 0xaaab51eccf40 IDENTIFY_TERMINFO cuf1=\033[C
1706603282.507534 peer 0xaaab51ecda40 message 112
1706603282.507536 client 0xaaab51eccf40 IDENTIFY_TERMINFO cup=\033[%i%p1%d;%p2%dH
1706603282.507537 peer 0xaaab51ecda40 message 112
1706603282.507539 client 0xaaab51eccf40 IDENTIFY_TERMINFO cuu=\033[%p1%dA
1706603282.507540 peer 0xaaab51ecda40 message 112
1706603282.507541 client 0xaaab51eccf40 IDENTIFY_TERMINFO cuu1=\033[A
1706603282.507543 peer 0xaaab51ecda40 message 112
1706603282.507546 client 0xaaab51eccf40 IDENTIFY_TERMINFO cvvis=\033[?12;25h
1706603282.507547 peer 0xaaab51ecda40 message 112
1706603282.507549 client 0xaaab51eccf40 IDENTIFY_TERMINFO dch=\033[%p1%dP
1706603282.507550 peer 0xaaab51ecda40 message 112
1706603282.507552 client 0xaaab51eccf40 IDENTIFY_TERMINFO dch1=\033[P
1706603282.507553 peer 0xaaab51ecda40 message 112
1706603282.507554 client 0xaaab51eccf40 IDENTIFY_TERMINFO dim=\033[2m
1706603282.507556 peer 0xaaab51ecda40 message 112
1706603282.507557 client 0xaaab51eccf40 IDENTIFY_TERMINFO dl=\033[%p1%dM
1706603282.507559 peer 0xaaab51ecda40 message 112
1706603282.507560 client 0xaaab51eccf40 IDENTIFY_TERMINFO dl1=\033[M
1706603282.507562 peer 0xaaab51ecda40 message 112
1706603282.507563 client 0xaaab51eccf40 IDENTIFY_TERMINFO ech=\033[%p1%dX
1706603282.507565 peer 0xaaab51ecda40 message 112
1706603282.507566 client 0xaaab51eccf40 IDENTIFY_TERMINFO ed=\033[J
1706603282.507567 peer 0xaaab51ecda40 message 112
1706603282.507569 client 0xaaab51eccf40 IDENTIFY_TERMINFO el=\033[K
1706603282.507570 peer 0xaaab51ecda40 message 112
1706603282.507572 client 0xaaab51eccf40 IDENTIFY_TERMINFO el1=\033[1K
1706603282.507573 peer 0xaaab51ecda40 message 112
1706603282.507575 client 0xaaab51eccf40 IDENTIFY_TERMINFO fsl=\a
1706603282.507576 peer 0xaaab51ecda40 message 112
1706603282.507578 client 0xaaab51eccf40 IDENTIFY_TERMINFO home=\033[H
1706603282.507579 peer 0xaaab51ecda40 message 112
1706603282.507581 client 0xaaab51eccf40 IDENTIFY_TERMINFO hpa=\033[%i%p1%dG
1706603282.507582 peer 0xaaab51ecda40 message 112
1706603282.507584 client 0xaaab51eccf40 IDENTIFY_TERMINFO ich=\033[%p1%d@
1706603282.507585 peer 0xaaab51ecda40 message 112
1706603282.507587 client 0xaaab51eccf40 IDENTIFY_TERMINFO il=\033[%p1%dL
1706603282.507589 peer 0xaaab51ecda40 message 112
1706603282.507590 client 0xaaab51eccf40 IDENTIFY_TERMINFO il1=\033[L
1706603282.507592 peer 0xaaab51ecda40 message 112
1706603282.507593 client 0xaaab51eccf40 IDENTIFY_TERMINFO indn=\033[%p1%dS
1706603282.507595 peer 0xaaab51ecda40 message 112
1706603282.507596 client 0xaaab51eccf40 IDENTIFY_TERMINFO kcbt=\033[Z
1706603282.507598 peer 0xaaab51ecda40 message 112
1706603282.507599 client 0xaaab51eccf40 IDENTIFY_TERMINFO kcub1=\033OD
1706603282.507600 peer 0xaaab51ecda40 message 112
1706603282.507602 client 0xaaab51eccf40 IDENTIFY_TERMINFO kcud1=\033OB
1706603282.507603 peer 0xaaab51ecda40 message 112
1706603282.507605 client 0xaaab51eccf40 IDENTIFY_TERMINFO kcuf1=\033OC
1706603282.507606 peer 0xaaab51ecda40 message 112
1706603282.507608 client 0xaaab51eccf40 IDENTIFY_TERMINFO kcuu1=\033OA
1706603282.507609 peer 0xaaab51ecda40 message 112
1706603282.507611 client 0xaaab51eccf40 IDENTIFY_TERMINFO kDC=\033[3;2~
1706603282.507612 peer 0xaaab51ecda40 message 112
1706603282.507613 client 0xaaab51eccf40 IDENTIFY_TERMINFO kDC3=\033[3;3~
1706603282.507615 peer 0xaaab51ecda40 message 112
1706603282.507617 client 0xaaab51eccf40 IDENTIFY_TERMINFO kDC4=\033[3;4~
1706603282.507618 peer 0xaaab51ecda40 message 112
1706603282.507619 client 0xaaab51eccf40 IDENTIFY_TERMINFO kDC5=\033[3;5~
1706603282.507621 peer 0xaaab51ecda40 message 112
1706603282.507622 client 0xaaab51eccf40 IDENTIFY_TERMINFO kDC6=\033[3;6~
1706603282.507624 peer 0xaaab51ecda40 message 112
1706603282.507625 client 0xaaab51eccf40 IDENTIFY_TERMINFO kDC7=\033[3;7~
1706603282.507627 peer 0xaaab51ecda40 message 112
1706603282.507628 client 0xaaab51eccf40 IDENTIFY_TERMINFO kdch1=\033[3~
1706603282.507629 peer 0xaaab51ecda40 message 112
1706603282.507631 client 0xaaab51eccf40 IDENTIFY_TERMINFO kDN=\033[1;2B
1706603282.507632 peer 0xaaab51ecda40 message 112
1706603282.507634 client 0xaaab51eccf40 IDENTIFY_TERMINFO kDN3=\033[1;3B
1706603282.507635 peer 0xaaab51ecda40 message 112
1706603282.507637 client 0xaaab51eccf40 IDENTIFY_TERMINFO kDN4=\033[1;4B
1706603282.507642 peer 0xaaab51ecda40 message 112
1706603282.507644 client 0xaaab51eccf40 IDENTIFY_TERMINFO kDN5=\033[1;5B
1706603282.507646 peer 0xaaab51ecda40 message 112
1706603282.507647 client 0xaaab51eccf40 IDENTIFY_TERMINFO kDN6=\033[1;6B
1706603282.507649 peer 0xaaab51ecda40 message 112
1706603282.507650 client 0xaaab51eccf40 IDENTIFY_TERMINFO kDN7=\033[1;7B
1706603282.507652 peer 0xaaab51ecda40 message 112
1706603282.507653 client 0xaaab51eccf40 IDENTIFY_TERMINFO kend=\033OF
1706603282.507655 peer 0xaaab51ecda40 message 112
1706603282.507656 client 0xaaab51eccf40 IDENTIFY_TERMINFO kEND=\033[1;2F
1706603282.507658 peer 0xaaab51ecda40 message 112
1706603282.507659 client 0xaaab51eccf40 IDENTIFY_TERMINFO kEND3=\033[1;3F
1706603282.507660 peer 0xaaab51ecda40 message 112
1706603282.507662 client 0xaaab51eccf40 IDENTIFY_TERMINFO kEND4=\033[1;4F
1706603282.507663 peer 0xaaab51ecda40 message 112
1706603282.507665 client 0xaaab51eccf40 IDENTIFY_TERMINFO kEND5=\033[1;5F
1706603282.507666 peer 0xaaab51ecda40 message 112
1706603282.507668 client 0xaaab51eccf40 IDENTIFY_TERMINFO kEND6=\033[1;6F
1706603282.507669 peer 0xaaab51ecda40 message 112
1706603282.507670 client 0xaaab51eccf40 IDENTIFY_TERMINFO kEND7=\033[1;7F
1706603282.507672 peer 0xaaab51ecda40 message 112
1706603282.507673 client 0xaaab51eccf40 IDENTIFY_TERMINFO kf1=\033OP
1706603282.507675 peer 0xaaab51ecda40 message 112
1706603282.507676 client 0xaaab51eccf40 IDENTIFY_TERMINFO kf10=\033[21~
1706603282.507678 peer 0xaaab51ecda40 message 112
1706603282.507679 client 0xaaab51eccf40 IDENTIFY_TERMINFO kf11=\033[23~
1706603282.507680 peer 0xaaab51ecda40 message 112
1706603282.507682 client 0xaaab51eccf40 IDENTIFY_TERMINFO kf12=\033[24~
1706603282.507683 peer 0xaaab51ecda40 message 112
1706603282.507685 client 0xaaab51eccf40 IDENTIFY_TERMINFO kf13=\033[1;2P
1706603282.507686 peer 0xaaab51ecda40 message 112
1706603282.507688 client 0xaaab51eccf40 IDENTIFY_TERMINFO kf14=\033[1;2Q
